Label,Section,Number of samples,Average Current (uA),Total Current (uA),Total time(ms),Energy consumption (joules)
no_tls_20_2048B,sleep,26126465,3.8451714995783246,100460738.60273062,261264.65009128337,0.004832161528479653
no_tls_20_2048B,modem,1329938,30493.82198319829,40554892620.690765,13299.380000243875,1.950690335090996
no_tls_20_2048B,system,2634610,785.2667990454015,2068871761.4330053,26346.09999871656,0.09951273172007982
no_tls_25_256B,total,34999703,2535.9688674436716,88758157177.77487,349997.03017392184,4.269267362372472
no_tls_25_256B,setup,1312490,26458.817127424456,34726932891.573326,13124.900000240066,1.6703654721152292
no_tls_25_256B,compute,751799,16995.160784269436,7272827121.953545,7517.9900001137585,0.6145710488552876
no_tls_25_256B,sleep,26120907,3.6860504891049675,96282982.02321537,261209.0700912316,0.004631211436934186
no_tls_25_256B,modem,1263104,29898.63112341889,37765080566.51489,12631.040000229286,1.8165003752823405
no_tls_25_256B,system,5551403,1602.6639778853512,8897033614.824673,55514.03000232257,0.42794731689097093
no_tls_25_708B,total,34691620,2258.8713478691734,78363906429.16518,346916.2001710526,3.7693039011013605
no_tls_25_708B,setup,1003539,24224.494767373453,24310225254.355186,10035.390000172629,1.169321834754599
no_tls_25_708B,compute,751587,17347.273083859764,7543503026.603192,7515.870000113711,0.6271270753964036
no_tls_25_708B,sleep,26121268,3.564803839772229,93117196.46611945,261212.68009123497,0.0044789371515847245
no_tls_25_708B,modem,1256191,29892.675321317132,37550909704.56069,12561.910000227777,1.80619875682212
no_tls_25_708B,system,5559035,1594.9083332234975,8866151246.181086,55590.35000233812,0.4264618749592471
no_tls_25_1024B,total,34868455,2475.575113193137,86319479433.4948,348684.5501726995,4.151966962807522
no_tls_25_1024B,setup,1178505,26026.720240082894,30672619936.53889,11785.05000021082,1.4753530189739128
no_tls_25_1024B,compute,752064,17191.039487848473,7447357331.156703,7520.640000113809,0.6218734484282347
no_tls_25_1024B,sleep,26088326,3.3839365645825086,88281240.26014854,260883.26009092818,0.0042463276579931585
no_tls_25_1024B,modem,1309762,29931.655460024762,39203344918.63295,13097.62000023947,1.8856808906207219
no_tls_25_1024B,system,5539798,1607.978486945612,8907876006.024328,55397.98000229893,0.4284688359075509
no_tls_25_1416B,total,34727830,2339.9318195182645,81260754439.82097,347278.3001713898,3.908642290484393
no_tls_25_1416B,setup,1039272,24670.35446809764,25639208628.768772,10392.720000180429,1.2332459350651883
no_tls_25_1416B,compute,751999,17442.070871450855,7645228886.3118725,7519.990000113797,0.6308997949513613
no_tls_25_1416B,sleep,26095268,3.355333791531321,87558334.51946595,260952.68009099283,0.004211555891854859
no_tls_25_1416B,modem,1307455,29810.7669318896,38976236278.933716,13074.550000238967,1.874756965050977
no_tls_25_1416B,system,5533836,1610.550495241416,8912522310.384777,55338.36000228678,0.4286923231472229
no_tls_25_2048B,total,34828051,2461.3356245487344,85723522659.90018,348280.5101723232,4.1233014419813365
no_tls_25_2048B,setup,1136352,25601.451063163106,29092260118.527523,11363.520000201619,1.3993377117260017
no_tls_25_2048B,compute,752545,17511.82212030876,7689655888.427283,7525.4500001139095,0.6338826839486797
no_tls_25_2048B,sleep,26063987,3.332928763058506,86869411.95228298,260639.8700907015,0.004178418716358882
no_tls_25_2048B,modem,1320733,30257.785623780343,39962455980.25228,13207.330000241865,1.9221941326853358
no_tls_25_2048B,system,5554434,1600.9338232852638,8892281259.80566,55544.34000232875,0.42771872861458476
no_tls_e2e_10_256B,total,31270259,2314.269848084991,72367817545.50832,312702.5901391887,3.480892025488348
no_tls_e2e_10_256B,setup,1255615,26410.9544790647,33161990608.230827,12556.150000227652,1.5950917482848228
no_tls_e2e_10_256B,compute,15241,30611.647797910486,116405502.45568833,152.41000000000656,0.02244115716863154
no_tls_e2e_10_256B,sleep,26161370,3.3137349660971998,86691846.5300063,261613.70009160845,0.004169877819553455
no_tls_e2e_10_256B,modem,1246001,29790.069769584486,37118456722.97204,12460.010000225553,1.7853977684072746
no_tls_e2e_10_256B,system,2592032,726.9481490300071,1884272864.6265473,25920.319998784715,0.09063352478428753
no_tls_e2e_10_708B,total,31122638,2243.1517080587155,69812798588.99309,311226.38013781386,3.357995613617518
no_tls_e2e_10_708B,setup,1107224,25536.068750420018,28274148186.115055,11072.240000195261,1.3599865277761176
no_tls_e2e_10_708B,compute,16016,39649.199204300596,115892809.83099945,160.1599999999995,0.030544537731337276
no_tls_e2e_10_708B,sleep,26092444,3.2911800246260516,85874930.48647387,260924.44009096653,0.004130584157839446
no_tls_e2e_10_708B,modem,1318070,29949.6914455198,39475789803.59628,13180.700000241284,1.8987854895877398
no_tls_e2e_10_708B,system,2588884,718.8784272471976,1861092858.2454338,25888.839998789754,0.08951856647742056
no_tls_e2e_10_1024B,total,32638179,3704.7885774627084,120917552748.38324,326381.79015192844,5.816134289904603
no_tls_e2e_10_1024B,setup,2622254,30129.759412725576,79007882139.0573,26222.539998736338,3.8002791307055204
no_tls_e2e_10_1024B,compute,16522,39938.754813186366,120102461.5885988,165.2199999999949,0.03173965594782769
no_tls_e2e_10_1024B,sleep,26074815,3.2901733458919695,85790661.31206411,260748.15009080234,0.0041265308105472975
